"","ITS2.type.profile.UID","Clade","Majority.ITS2.sequence","Associated.species","ITS2.profile.abundance.local","ITS2.profile.abundance.DB","ITS2.type.profile","Sequence.accession...SymPortal.UID","Average.defining.sequence.proportions.and..stdev."
"370",2022934,"B","B14d","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,13,"B1/B14d-B1be","693411-4946-29476","0.637[nan]-0.320[nan]-0.043[nan]"
"371",2022438,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,81,"B1-B1g-B1s-B1bz","4946-29275-51798-53344","0.815[nan]-0.095[nan]-0.056[nan]-0.033[nan]"
"372",2022979,"B","B14d","None",1,2,"B14d-B1-B1jp-B1co-B1jn","693411-4946-31037-30454-697953","0.623[nan]-0.192[nan]-0.131[nan]-0.028[nan]-0.025[nan]"
"373",2023039,"B","B8a","None",1,13,"B8a-B8h","29324-2161244","0.533[nan]-0.467[nan]"
"374",2023046,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,190,"B1","4946","1.000[nan]"
"375",2022539,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum,Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,9,"B19/B5/B1-B19j","4946-29665-37844-51610","0.380[nan]-0.296[nan]-0.274[nan]-0.051[nan]"
"376",2022555,"B","B19","None",1,31,"B19-B19ai-B19x-B19an","37844-1913913-44466-1913914","0.665[nan]-0.212[nan]-0.094[nan]-0.028[nan]"
"377",2022556,"B","B19","None",1,10,"B19-B19ai-B19x-B19ak","37844-1913913-44466-38312","0.507[nan]-0.268[nan]-0.155[nan]-0.070[nan]"
"378",2023069,"B","B2d","None",1,10,"B2d","45468","1.000[nan]"
"379",2022562,"B","B5","None",1,3,"B5/B1dx","29665-37929","0.995[nan]-0.005[nan]"
"380",2022597,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,4,"B1-B1e-B1cg","4946-29499-25424","0.861[nan]-0.090[nan]-0.048[nan]"
"381",2023109,"B","B8a","None",1,28,"B8a","29324","1.000[nan]"
"382",2022641,"B","B19","None",1,17,"B19-B19ai-B19ak-B19x-B19ay","37844-38312-44466-44077-1913913","0.746[nan]-0.109[nan]-0.066[nan]-0.050[nan]-0.029[nan]"
"383",2022784,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,3,"B1-B5dx","4946-30126","0.869[nan]-0.131[nan]"
"384",2022807,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,11,"B1-B1cg-B1as","4946-25424-25829","0.955[nan]-0.035[nan]-0.011[nan]"
"385",2022843,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,11,"B1-B1az","4946-89135","0.905[nan]-0.095[nan]"
"386",2022872,"B","B1","Breviolum aenigmaticum,Breviolum dendrogyrum,Breviolum meandrinium,Breviolum minutum,Breviolum pseudominutum",1,30,"B1-B1cu-B1cv-B10-B1do","4946-29481-1913645-59367-62769","0.749[nan]-0.078[nan]-0.067[nan]-0.057[nan]-0.050[nan]"
